anime_id;name;genre;type;episodes;rating;members
11825;Enshou Nihon Mukashibanashi;Comedy, Hentai, Historical;OVA;1;5.20;238
23677;Manga Edo Erobanashi;Comedy, Hentai, Historical;OVA;5;2.86;111
4164;Kounai Shasei;Comedy, Hentai, Magic;OVA;3;6.27;1222
3078;Magical Twilight;Comedy, Hentai, Magic, Romance;OVA;3;6.12;1027
4775;Lunatic Night;Comedy, Hentai, Parody;OVA;3;5.92;688
18197;Nudl Nude;Comedy, Hentai, Parody;OVA;1;4.14;186
18199;Nudl Nude 2;Comedy, Hentai, Parody;OVA;1;4.00;146
7162;Yaruki Manman;Comedy, Hentai, Parody;OVA;3;5.31;251
1405;Tokio Kidou Police;Comedy, Hentai, Parody, Romance;OVA;2;6.14;1135
651;Green Green Thirteen: Erolutions;Comedy, Hentai, Romance;OVA;1;6.26;17805
213;Pia Carrot e Youkoso!!;Comedy, Hentai, Romance;OVA;3;6.19;2108
214;Pia Carrot e Youkoso!! 2;Comedy, Hentai, Romance;OVA;3;6.39;1408
4473;Shoujo Sect;Comedy, Hentai, Romance, Yuri;OVA;3;6.89;16527
3633;Angel;Comedy, Hentai, School;OVA;1;5.61;1005
4260;Five Card;Comedy, Hentai, School;OVA;4;5.72;698
6097;Heisei Harenchi Gakuen;Comedy, Hentai, School;OVA;1;5.68;582
2681;Spaceship Agga Ruter;Comedy, Hentai, Sci-Fi, Space;OVA;4;6.77;1180
3040;Bakuhatsu Sunzen!! Tenshi no Countdown;Comedy, Hentai, Yuri;OVA;1;5.72;2121
4161;Kojin Jugyou;Comedy, Hentai, Yuri;OVA;2;5.63;739
5383;My Life As;Comedy, Hentai, Yuri;OVA;1;5.24;778
316;Nageki no Kenkou Yuuryouji;Comedy, Hentai, Yuri;OVA;3;6.40;2594
2469;Ogenki Clinic;Comedy, Hentai, Yuri;OVA;3;6.10;1173
3211;Otenki Oneesan;Comedy, Hentai, Yuri;OVA;2;5.63;1040
23969;Fuku-chan no Kishuu;Comedy, Historical;Movie;1;6.67;77
23971;Fuku-chan no Zousan Butai;Comedy, Historical;Movie;1;7.40;68
8764;Hajime Ningen Gon;Comedy, Historical;TV;39;6.46;129
8763;Hajime Ningen Gyatoruz;Comedy, Historical;TV;77;6.47;170
20713;Mai Zhu;Comedy, Historical;Movie;1;5.78;180
33300;Manga Kotowaja Jiten;Comedy, Historical;TV;88;6.50;37
9821;McDull and Chinese Culture;Comedy, Historical;TV;5;6.79;90
9630;Mini Sengoku Basara Two: Tsukiyo no Katakura-kun;Comedy, Historical;Special;7;7.03;3232
7857;Mini Sengoku Basara: Chousokabe-kun to Mouri-kun;Comedy, Historical;Special;7;6.94;4110
34283;Nobunaga no Shinobi Episode 0;Comedy, Historical;Special;1;6.74;937
32088;Osomatsu-kun: Iyami wa Hitori Kaze no Naka;Comedy, Historical;OVA;1;6.40;191
33414;Otona no Ikkyuu-san;Comedy, Historical;Special;3;5.00;67
2244;Rakugo Tennyo Oyui;Comedy, Historical;TV;12;6.31;1086
18549;Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party;Comedy, Historical;Special;5;6.61;1993
10369;Shougeki Shinsengumi;Comedy, Historical;OVA;1;6.26;84
2024;Yoshimune;Comedy, Historical;TV;24;6.43;393
30247;Congming de Yixiu Zhi Fan Dou Gongzhu;Comedy, Historical, Kids;Movie;1;5.63;81
28827;Doubutsu Tonarigumi;Comedy, Historical, Kids;Movie;1;5.24;131
4935;Ikkyuu-san;Comedy, Historical, Kids;TV;296;7.05;720
21467;Ikkyuu-san to Yancha Hime;Comedy, Historical, Kids;Movie;1;6.31;89
21475;Ikkyuu-san: Haru Da! Yancha Hime;Comedy, Historical, Kids;Movie;1;6.86;73
23575;Ikkyuu-san: Ooabare Yancha-hime;Comedy, Historical, Kids;Special;1;5.90;71
21913;Kanbee-kun ga Yuku;Comedy, Historical, Kids;Special;3;4.76;71
31691;Tam Mao Phieu Luu Ky Ta;Comedy, Historical, Kids;TV;25;6.10;40
2570;Ochame na Futago: Claire Gakuin Monogatari;Comedy, Historical, Kids, School, Shoujo, Slice of Life;TV;26;7.12;1228
21433;Chou Zenmairobo: Patrasche;Comedy, Historical, Mecha, Parody, Sci-Fi;TV;13;4.52;178
17697;Neon The Animation;Comedy, Historical, Mecha, Police, Slice of Life;ONA;6;5.63;413
7523;Fuku-chan no Sensuikan;Comedy, Historical, Military;Movie;1;5.44;183
13501;Cofun Gal no Coffy;Comedy, Historical, Parody;ONA;10;4.45;75
13507;Cofun Gal no Coffy: Okehazama no Tatakai;Comedy, Historical, Parody;Movie;1;5.13;66
5060;Hetalia Axis Powers;Comedy, Historical, Parody;ONA;52;7.76;144898
9865;Hetalia Axis Powers Fan Disc;Comedy, Historical, Parody;OVA;3;7.56;8070
7337;Hetalia Axis Powers Movie: Paint it, White;Comedy, Historical, Parody;Movie;1;7.47;36986
8479;Hetalia World Series;Comedy, Historical, Parody;ONA;48;7.95;64416
10497;Hetalia World Series Specials;Comedy, Historical, Parody;Special;4;7.88;14348
15195;Hetalia: The Beautiful World;Comedy, Historical, Parody;ONA;20;7.98;34960
21075;Hetalia: The Beautiful World Extra Disc;Comedy, Historical, Parody;OVA;1;7.67;4788
17273;Hetalia: The Beautiful World Specials;Comedy, Historical, Parody;Special;4;8.00;8644
28607;Hetalia: The World Twinkle;Comedy, Historical, Parody;ONA;15;7.58;15872
31997;Hetalia: The World Twinkle Extra Disc;Comedy, Historical, Parody;OVA;1;7.71;2152
31158;Hetalia: The World Twinkle Specials;Comedy, Historical, Parody;Special;3;7.50;2505
13207;Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun;Comedy, Historical, Parody;TV;9;5.37;126
12181;Nihon Omoshiro Mukashibanashi;Comedy, Historical, Parody;TV;12;6.67;131
7591;Tono to Issho;Comedy, Historical, Parody, Samurai, Seinen;OVA;1;6.76;2888
9794;Tono to Issho 1.5;Comedy, Historical, Parody, Samurai, Seinen;OVA;1;6.27;462
10324;Tono to Issho: Gantai no Yabou;Comedy, Historical, Parody, Samurai, Seinen;TV;12;6.73;1993
11933;Oda Nobuna no Yabou;Comedy, Historical, Romance;TV;12;7.70;133216
15719;Oda Nobuna no Yabou Soushuuhen;Comedy, Historical, Romance;Special;1;7.23;5965
1375;Watashi no Ashinaga Ojisan;Comedy, Historical, Romance, School, Shoujo, Slice of Life;TV;40;7.87;5600
557;Koutetsu Tenshi Kurumi Encore;Comedy, Historical, Romance, Sci-Fi, Shounen;OVA;4;6.85;4734
16866;Tonari no Kaibutsu-kun: Tonari no Gokudou-kun;Comedy, Historical, Romance, Shoujo;OVA;1;7.27;46837
5141;Taishou Yakyuu Musume.;Comedy, Historical, School, Seinen, Sports;TV;12;7.42;12248
33871;Estima: Sense of Wonder;Comedy, Historical, Sci-Fi;ONA;13;5.24;127
18967;Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken;Comedy, Historical, Sci-Fi;OVA;1;6.13;76
8500;Haguregumo;Comedy, Historical, Seinen;Movie;1;6.71;221
30096;Lao Fu Zi Shui Hu Chuan;Comedy, Historical, Seinen;Movie;1;6.71;65
24683;Manzai Taikouki;Comedy, Historical, Seinen;Movie;1;5.14;53
23895;REACH x Thermae Romae: Pietrada no Kekkon;Comedy, Historical, Seinen;Special;1;5.92;308
12321;Thermae Romae;Comedy, Historical, Seinen;TV;3;7.13;13444
12727;Thermae Romae Specials;Comedy, Historical, Seinen;Special;2;7.01;1953
13967;Thermae Romae x Asahi Shimbun Digital Collaboration;Comedy, Historical, Seinen;Special;1;6.30;480
13965;Thermae Romae x LOFT Collaboration;Comedy, Historical, Seinen;Special;1;6.23;467
18003;Thermae Romae x TOTO Collaboration;Comedy, Historical, Seinen;Special;1;6.24;447
13969;Thermae Romae x Yoyogi Animation Gakuin Collaboration;Comedy, Historical, Seinen;Special;1;6.43;1260
6093;Anmitsu Hime;Comedy, Historical, Shoujo;TV;51;6.58;407
17237;Peeping Life: World History;Comedy, Historical, Slice of Life;ONA;40;6.21;361
20145;Wagahai wa Neko de Aru;Comedy, Historical, Slice of Life;Special;1;6.23;102
3129;Kaibutsu-kun;Comedy, Horror;TV;49;6.93;460
20811;Maid of the Dead;Comedy, Horror;ONA;1;4.26;1595
16610;No Littering;Comedy, Horror;ONA;1;3.62;2018
16604;Pinky;Comedy, Horror;ONA;1;3.71;1254
30089;Zombie Clay Animation: Life of the Dead;Comedy, Horror;OVA;4;4.95;125
33042;Zonmi-chan: Halloween☆Special Movie!;Comedy, Horror;ONA;1;4.94;276
3130;Kaibutsu-kun (1980);Comedy, Horror, Kids;TV;94;6.79;293
22975;Kaibutsu-kun: Demon no Ken;Comedy, Horror, Kids, Shounen;Movie;1;5.88;93
22977;Kaibutsu-kun: Kaibutsu Land e no Shoutai;Comedy, Horror, Kids, Shounen;Movie;1;6.22;83
1571;Ghost Hunt;Comedy, Horror, Mystery, Shoujo, Supernatural;TV;25;7.97;126426
22053;Gakkou no Kaidan (OVA);Comedy, Horror, Mystery, Supernatural;OVA;10;6.57;452
2147;Call Me Tonight;Comedy, Horror, Romance, Sci-Fi;OVA;1;5.48;3777
9345;Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!;Comedy, Horror, School, Supernatural;TV;33;6.53;341
28489;Jigoku Koushien;Comedy, Horror, Shounen, Sports;OVA;1;5.14;69
4082;Kaibutsu Oujo: Konsui Oujo;Comedy, Horror, Supernatural;Special;1;7.12;7362
32934;Zonmi-chan: Meat Pie of the Dead;Comedy, Horror, Supernatural;Special;1;5.50;676
11679;Chainsaw Maid;Comedy, Horror, Supernatural, Thriller;ONA;1;5.27;2373
4853;Tezuka Osamu no Don Dracula;Comedy, Horror, Supernatural, Vampire;TV;8;6.44;934
5690;Nodame Cantabile Finale;Comedy, Josei, Music, Romance;TV;11;8.38;67697
8038;Nodame Cantabile Finale Special;Comedy, Josei, Music, Romance;Special;1;7.93;23388
6187;Nodame Cantabile OVA;Comedy, Josei, Music, Romance, Slice of Life;OVA;1;7.57;17667
4477;Nodame Cantabile: Paris-hen;Comedy, Josei, Music, Romance, Slice of Life;TV;11;8.27;70822
8190;Nodame Cantabile OVA 2;Comedy, Josei, Romance;OVA;1;7.69;17226
1617;Massugu ni Ikou.;Comedy, Josei, Romance, Slice of Life;TV;4;6.71;1451
3182;Massugu ni Ikou. 2nd Season;Comedy, Josei, Romance, Slice of Life;TV;5;6.85;904
3965;Nodame Cantabile Special;Comedy, Josei, Romance, Slice of Life;Special;1;7.50;19570
18745;Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni;Comedy, Josei, Slice of Life;OVA;1;7.11;18659
23213;Kantoku Fuyuki Todoki;Comedy, Josei, Slice of Life;TV;13;5.94;4037
8129;Kuragehime;Comedy, Josei, Slice of Life;TV;11;8.24;108053
9754;Kuragehime: Eiyuu Retsuden☆;Comedy, Josei, Slice of Life;Special;4;6.68;9748
12815;Shirokuma Cafe;Comedy, Josei, Slice of Life;TV;50;8.01;44668
19841;Super Seisyun Brothers;Comedy, Josei, Slice of Life;TV;14;7.00;18072
27589;47 Todoufuken;Comedy, Kids;TV;26;5.61;112
23149;47 Todoufuken R;Comedy, Kids;TV;12;5.81;122
2796;Afro-Ken;Comedy, Kids;OVA;1;5.30;2199
29836;Akuei to Gacchinpo;Comedy, Kids;TV;13;4.57;83
29843;Akuei to Gacchinpo: Tenkomori;Comedy, Kids;TV;12;4.09;68
22247;Azumi Mamma★Mia;Comedy, Kids;TV;60;5.60;101
8220;Baby Felix;Comedy, Kids;TV;65;5.68;240
12145;Backkom;Comedy, Kids;TV;52;6.09;423
25965;Backkom 2;Comedy, Kids;TV;52;6.31;162
26015;Backkom: Jung-gug Gijeogwi;Comedy, Kids;Special;1;5.66;117
30124;Bad Badtz-Maru no Ore wa Yuutousei;Comedy, Kids;OVA;1;4.86;52
29351;Beanuts;Comedy, Kids;Special;2;4.50;46
8520;Biriken;Comedy, Kids;TV;32;5.22;102
8521;Biriken Nandemo Shoukai;Comedy, Kids;TV;22;4.77;96
3962;Chocolate Underground;Comedy, Kids;ONA;13;6.28;9351
14631;Dangerous Jiisan Ja;Comedy, Kids;OVA;2;6.27;126
31746;Dochamon Junior;Comedy, Kids;TV;16;5.09;85
15957;Dokachin;Comedy, Kids;TV;26;5.62;84
2814;Dondon Domeru to Ron;Comedy, Kids;TV;52;6.86;531
30026;Ekubo Ouji;Comedy, Kids;TV;50;6.50;39
17623;Futago no Monchhichi;Comedy, Kids;TV;130;4.86;85
23347;Gan to Gon;Comedy, Kids;TV;260;6.70;61
2815;Geragera Boes Monogatari;Comedy, Kids;TV;52;7.17;869
17263;Hanakappa Movie: Hana-sake! Pakkaan Chou no Kuni no Daibouken;Comedy, Kids;Movie;1;6.20;92
23651;Hanawa Hekonai Kappa Matsuri;Comedy, Kids;Movie;1;6.60;72
24877;Hare Tokidoki Buta;Comedy, Kids;Movie;1;4.70;67
24465;Heli-Tako Puu-chan;Comedy, Kids;TV;42;6.86;61
26009;His Lipstick;Comedy, Kids;ONA;1;5.31;60
32349;Hot Minute: Gudetama;Comedy, Kids;Special;1;6.10;213
25973;I Love Picnic;Comedy, Kids;Special;1;5.58;110
25975;I Love Sky;Comedy, Kids;Special;1;5.67;121
20025;Itazura Tenshi Chippo-chan;Comedy, Kids;TV;240;7.33;82
10247;Jankenman: Kaijuu Dai Kessen;Comedy, Kids;OVA;1;6.31;80
29748;Kabushiki Kaisha Zoo;Comedy, Kids;TV;12;6.33;46
24363;Kitsune to Circus;Comedy, Kids;Movie;1;5.25;128
23097;Kousagi Monogatari;Comedy, Kids;Movie;1;6.20;67
9339;Kuma no Gakkou: Jackie to Katie;Comedy, Kids;Movie;1;6.33;158
31638;Mr. Shape;Comedy, Kids;Special;3;4.71;54
749;Nanami-chan;Comedy, Kids;TV;12;6.40;828
4314;Nanami-chan 2nd Series;Comedy, Kids;TV;16;6.61;336
4316;Nanami-chan 3rd Series;Comedy, Kids;TV;16;6.58;314
30177;Ninja Hattori-kun (2012) Special;Comedy, Kids;Special;1;5.81;86
2233;Ocha-ken: Chokotto Monogatari;Comedy, Kids;TV;26;6.46;647
21539;Oraa Guzura Dado;Comedy, Kids;TV;52;6.63;87
11873;Oraa Guzura Dado (1987);Comedy, Kids;TV;44;6.29;178
15545;Oshiri Kajiri Mushi (TV);Comedy, Kids;TV;20;5.35;870
19755;Oshiri Kajiri Mushi (TV) 2nd Season;Comedy, Kids;TV;32;5.53;450
27687;Oshiri Kajiri Mushi (TV) 3rd Season;Comedy, Kids;TV;10;5.48;335
31747;Oshiri Kajiri Mushi (TV) 4th Season;Comedy, Kids;TV;10;5.58;252
28089;Oyo Neko Bunyan;Comedy, Kids;TV;31;6.00;51
2611;Panda Kopanda;Comedy, Kids;Movie;2;6.91;4922
30417;Panpaka Pants O-New!;Comedy, Kids;TV;26;3.60;131
4331;Penguin no Mondai;Comedy, Kids;TV;100;6.70;377
10856;Penguin no Mondai DX?;Comedy, Kids;TV;52;6.27;98
10855;Penguin no Mondai Max;Comedy, Kids;TV;50;6.88;101
6063;Penguin no Mondai Movie;Comedy, Kids;Movie;1;4.70;110
30646;Perman: Copy World no Nazo;Comedy, Kids;Special;1;5.29;73
3458;Pi Po Pa Po Patrol-kun;Comedy, Kids;TV;65;6.05;153
15897;Picchipichi Shizuku-chan;Comedy, Kids;TV;52;6.83;102
23089;Ponsuke no Haru;Comedy, Kids;Movie;1;6.33;62
1656;PostPet Momobin;Comedy, Kids;TV;24;5.68;215
9426;Pururun! Shizuku-chan;Comedy, Kids;TV;51;5.90;148
9533;Pururun! Shizuku-chan Aha;Comedy, Kids;TV;51;5.86;102
3073;Robby to Kerobby;Comedy, Kids;TV;52;6.00;94
9536;Robin-kun to 100 nin no Otomodachi;Comedy, Kids;ONA;13;5.22;163
19875;Robotan;Comedy, Kids;TV;104;6.54;108
5223;Robotan (1986);Comedy, Kids;TV;33;6.47;294
23867;Saru Kani Gassen: Ijimekkozaru to Shoujiki Kani-san;Comedy, Kids;OVA;1;5.25;49
26007;SheepWolf;Comedy, Kids;ONA;1;4.54;65
10525;Shinseiki Duel Masters Flash;Comedy, Kids;TV;24;6.27;314
17213;Sore Ike! Anpanman: Dadandan to Futago no Hoshi;Comedy, Kids;Movie;1;5.19;87
17215;Sore Ike! Anpanman: Happy no Daibouken;Comedy, Kids;Movie;1;5.35;82
9446;Sore Ike! Anpanman: Niji no Pyramid;Comedy, Kids;Movie;1;5.58;126
9451;Sore Ike! Anpanman: Ningyohime no Namida;Comedy, Kids;Movie;1;5.88;120
10989;Stray Sheep: Poe no Chicchana Daibouken;Comedy, Kids;TV;12;5.61;113
2701;Susie-chan to Marvy;Comedy, Kids;TV;104;6.69;104
22845;Suzu 3 Tarou;Comedy, Kids;ONA;24;6.25;44
6900;Tamagotchi!;Comedy, Kids;TV;143;6.30;536
15865;Tamagotchi! Yume Kira Dream;Comedy, Kids;TV;49;6.41;212
5830;Tsurupika Hagemaru-kun;Comedy, Kids;TV;59;7.00;322
4682;Ultra Nyan 2: The Great Happy Operation;Comedy, Kids;Movie;1;6.15;133
4681;Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko;Comedy, Kids;Movie;1;6.30;277
21161;Wansa-kun OVA;Comedy, Kids;OVA;1;6.57;62
29747;Warai no Show Gakkou;Comedy, Kids;TV;20;6.00;38
22711;Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz;Comedy, Kids;OVA;1;6.17;56
32807;Xiong Chu Mo;Comedy, Kids;TV;104;5.67;39
32819;Xiong Chu Mo Zhi Conglin Zhongdongyuan;Comedy, Kids;TV;104;5.67;35
32821;Xiong Chu Mo Zhi Dongri Le Fantian;Comedy, Kids;TV;52;5.67;35
32818;Xiong Chu Mo Zhi Huanqiu Da Maoxian;Comedy, Kids;TV;104;6.33;36
18817;Yasai no Yousei: Quiz Gekijou;Comedy, Kids;Movie;1;6.00;87
6693;Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron;Comedy, Kids;Movie;1;6.44;448
7646;Yawarakame♥;Comedy, Kids;ONA;26;5.08;276
24981;Yowamushi Chinsengumi;Comedy, Kids;Movie;1;5.75;74
5821;Zenmai Zamurai;Comedy, Kids;TV;30;6.44;152
3704;Zenryoku Usagi;Comedy, Kids;TV;52;6.47;613
23313;Zettai Zetsumei Dangerous Jiisan;Comedy, Kids;TV;33;5.82;76
10987;Zettai Zetsumei Dangerous Jiisan (2004);Comedy, Kids;TV;51;6.55;135
22709;Zettai Zetsumei Dangerous Jiisan (2005);Comedy, Kids;TV;19;7.00;66
23315;Zettai Zetsumei Dangerous Jiisan Special-ban;Comedy, Kids;Special;1;6.80;57
29842;Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer;Comedy, Kids, Magic;Movie;1;5.00;60
11791;Sore Ike! Anpanman: Ruby no Negai;Comedy, Kids, Magic;Movie;1;6.28;162
980;Rikujou Bouei-tai Mao-chan;Comedy, Kids, Magic, Military, Sci-Fi;TV;26;6.40;2934
28251;Uribyeol ilhowa ulrookso;Comedy, Kids, Magic, Romance;Movie;1;6.22;283
6311;Sarutobi Ecchan;Comedy, Kids, Magic, School;TV;26;6.08;357
23647;Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki;Comedy, Kids, Martial Arts, Slice of Life;Movie;1;6.00;108
6579;Chikyuu Bouei Kazoku Special;Comedy, Kids, Mecha, School, Super Power;Special;1;6.61;215
29105;Aruite Mikka!;Comedy, Kids, Music;Music;1;4.90;101
16646;Hanamaru Youchien: Panda Neko Taisou;Comedy, Kids, Music;Special;8;6.34;1430
8660;Minarai Chameleon;Comedy, Kids, Music;Music;1;5.77;140
8679;Saboten ga Nikui;Comedy, Kids, Music;Music;1;5.40;161
30083;Warenai Tamago;Comedy, Kids, Music;Music;1;4.44;74
8716;Arigatou Thank You;Comedy, Kids, Music, Sci-Fi, Space;Music;1;5.03;291
22439;Hello Kitty: Ringo no Mori no Mystery;Comedy, Kids, Mystery;TV;13;5.94;110
19991;Tobidase! Bacchiri;Comedy, Kids, Mystery;TV;132;7.63;72
26013;Backkom Mission Impossible;Comedy, Kids, Parody;ONA;2;6.11;97
20199;Ganbare Gonbe;Comedy, Kids, Parody;TV;77;6.67;62
32956;Ahare! Meisaku-kun;Comedy, Kids, Parody, School;TV;39;4.54;115
30122;Ultraman M78 Gekijou: Love and Peace;Comedy, Kids, Parody, Sci-Fi, Space, Super Power;Special;1;5.31;93
29835;47 Todoufuken Specials;Comedy, Kids, Romance;Special;2;5.23;72
31642;Pittanko! Taiyou-sensei to Pittanko;Comedy, Kids, School;Special;1;6.25;34
11497;Sore Ike! Zukkoke Sannin-gumi;Comedy, Kids, School;TV;26;7.00;86
26287;Tomoko-chan to Watashi;Comedy, Kids, School;OVA;1;6.80;52
22503;Washimo;Comedy, Kids, School, Sci-Fi, Slice of Life;TV;10;5.92;209
29099;Washimo 2nd Season;Comedy, Kids, School, Sci-Fi, Slice of Life;TV;24;5.45;86
30875;Washimo 3rd Season;Comedy, Kids, School, Sci-Fi, Slice of Life;TV;44;5.50;69
31202;Chibi Maruko-chan Movie: Italia kara Kita Shounen;Comedy, Kids, School, Slice of Life;Movie;1;6.80;206
22993;Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen;Comedy, Kids, School, Slice of Life;Movie;1;5.60;59
30803;Planetarium Chibi Maruko-chan, Hoshi ni Negai wo;Comedy, Kids, School, Slice of Life;Movie;1;6.73;151
25589;Yeongsimi;Comedy, Kids, School, Slice of Life;TV;13;6.50;53
7981;Obake no Q-tarou (1985);Comedy, Kids, School, Slice of Life, Supernatural;TV;510;6.54;161
22991;Obake no Q-Tarou: Susume! 1/100 Daisakusen;Comedy, Kids, School, Slice of Life, Supernatural;Movie;1;6.60;61
11595;Perman (1983);Comedy, Kids, School, Super Power;TV;526;6.34;447
25985;Contact;Comedy, Kids, Sci-Fi;Special;1;5.00;102
25977;Contact 2;Comedy, Kids, Sci-Fi;Special;1;5.58;101
17599;Konpora Kid;Comedy, Kids, Sci-Fi;TV;26;5.75;72
2742;Omoikkiri Kagaku Adventure Sou Nanda!;Comedy, Kids, Sci-Fi;TV;26;5.68;195
2629;Doraemon and Itchy the Stray;Comedy, Kids, Sci-Fi, Shounen;Special;1;6.86;549
2630;Doraemon Meets Hattori the Ninja;Comedy, Kids, Sci-Fi, Shounen;Special;1;7.10;729
2407;Keroro Gunsou Movie 1;Comedy, Kids, Sci-Fi, Shounen;Movie;1;7.45;3606
21469;Stand By Me Doraemon;Comedy, Kids, Sci-Fi, Shounen;Movie;1;8.12;5712
24355;Gaia Getter A-kun;Comedy, Kids, Sci-Fi, Space;ONA;2;3.48;83
727;Kingyo Chuuihou!;Comedy, Kids, Shoujo;TV;54;6.91;992
17603;Mr. Pen Pen;Comedy, Kids, Shoujo;Special;1;6.13;74
17605;Mr. Pen Pen II;Comedy, Kids, Shoujo;Special;1;5.78;63
9175;Tsuruhime Ja!;Comedy, Kids, Shoujo, Slice of Life;TV;49;5.54;89
12499;Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess;Comedy, Kids, Shounen;Movie;1;6.86;735
21395;Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan;Comedy, Kids, Shounen;Movie;1;7.40;704
27653;Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki;Comedy, Kids, Shounen;Movie;1;7.04;478
31978;Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki;Comedy, Kids, Shounen;Movie;1;7.30;320
25383;Doraemon Movie 35: Nobita no Space Heroes;Comedy, Kids, Shounen, Space;Movie;1;6.91;493
5304;Akiba-chan;Comedy, Kids, Slice of Life;TV;10;5.39;1383
32664;Bananya;Comedy, Kids, Slice of Life;TV;13;6.83;23724
7176;Cheburashka Arere?;Comedy, Kids, Slice of Life;TV;26;6.57;2482
30342;Funassyi no Funafunafuna Biyori;Comedy, Kids, Slice of Life;TV;130;6.86;123
25871;Hello Kitty to Issho;Comedy, Kids, Slice of Life;OVA;16;6.04;100
19585;Kobo-chan;Comedy, Kids, Slice of Life;TV;63;6.72;160
3823;Little Lulu to Chicchai Nakama;Comedy, Kids, Slice of Life;TV;26;6.68;363
4782;Mama wa Poyopoyo Saurus ga Osuki;Comedy, Kids, Slice of Life;TV;52;6.75;348
20001;Mouretsu Atarou;Comedy, Kids, Slice of Life;TV;90;6.33;80
12391;Mouretsu Atarou (1990);Comedy, Kids, Slice of Life;TV;34;7.10;103
31643;Mr. Deniroo in Henteko Mushi;Comedy, Kids, Slice of Life;Special;1;4.40;52
10953;Pants Pankurou;Comedy, Kids, Slice of Life;TV;85;6.38;71
24121;Patta Potta Monta;Comedy, Kids, Slice of Life;TV;26;5.60;56
23285;Poulette no Isu;Comedy, Kids, Slice of Life;ONA;1;7.16;3675
25101;Sumiko;Comedy, Kids, Slice of Life;Special;2;4.54;72
24969;Sumiko (TV);Comedy, Kids, Slice of Life;TV;8;4.07;108
18907;Tensai Eri-chan Kingyo wo Tabeta;Comedy, Kids, Slice of Life;Movie;1;4.50;60
25967;Backkom Sports;Comedy, Kids, Sports;TV;52;6.21;131
33544;InaDan Movie x Mameshiba Collab CM;Comedy, Kids, Sports;Special;2;5.67;199
23737;Neko Pitcher;Comedy, Kids, Sports;TV;51;7.13;308
26017;Backkom Specials;Comedy, Kids, Super Power;ONA;8;6.23;93
29846;Omakase! Miracle Cat-dan;Comedy, Kids, Super Power;TV;32;5.25;240
26011;Super Backkom;Comedy, Kids, Super Power;Special;1;5.22;91
6731;Ultraman Kids no Kotowaza Monogatari;Comedy, Kids, Super Power;TV;26;6.44;227
8501;Chibikko Kaijuu Yadamon;Comedy, Kids, Supernatural;TV;26;6.36;133
26317;Obake Nagaya;Comedy, Kids, Supernatural;OVA;1;8.33;42
24591;Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!;Comedy, Kids, Supernatural;Movie;1;7.48;1034
28257;Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!;Comedy, Kids, Supernatural;Movie;1;7.10;560
28925;Youkai Watch: Best 10;Comedy, Kids, Supernatural;Special;1;6.16;231
22147;Amagi Brilliant Park;Comedy, Magic;TV;13;7.68;217003
24727;Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi;Comedy, Magic;Special;1;7.38;9418
952;Magical Nyan Nyan Taruto;Comedy, Magic;TV;12;6.44;3693
2039;Mahou no Yousei Persia;Comedy, Magic;TV;48;6.77;990
31793;Mahou Shoujo Nante Mou Ii Desukara.;Comedy, Magic;TV;12;6.03;13654
33795;Mahou Shoujo Nante Mou Ii Desukara. 2nd Season;Comedy, Magic;TV;12;6.32;5676
2278;Mahou Yuugi 3D;Comedy, Magic;OVA;1;5.86;1148
23341;Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka!;Comedy, Magic;ONA;6;6.38;13068
31448;Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special;Comedy, Magic;Special;1;6.64;3111
14563;Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo;Comedy, Magic;TV;12;5.36;3467
19207;Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV;Comedy, Magic;TV;10;5.51;1936
350;Ojamajo Doremi;Comedy, Magic;TV;51;7.19;19222
18047;Seiyuu Deka;Comedy, Magic;ONA;1;5.12;170
6658;Unko-san: Tsuiteru Hito ni Shika Mienai Yousei;Comedy, Magic;TV;13;3.25;300
